full_text
Pantai Kelapa Kunjir | Rating: 4 | Komentar: tiket lumayan murah dibanding pantai sekitar nya... Bisa ngopi smbil ngadem di rerumputan
Pantai Benteng Samudera | Rating: 3 | Komentar: Lumayanlah
"Pantai Benteng Samudera | Rating: 5 | Komentar: Pantainya masih bersih, tidak berkarang sehingga tidak sakit kalau berenang tanpa alas kaki. Tapi perlu pembenahan di pengaturan parkirnya dan penambahan fasilitas ibadah yaitu tempat wudhu khusus wanita."
Pantai Benteng Samudera | Rating: 4 | Komentar: Pengen kesini
Pantai Benteng Samudera | Rating: 4 | Komentar: good
Pantai Benteng Samudera | Rating: 5 | Komentar: Bagus
Pantai Benteng Samudera | Rating: 5 | Komentar: Pantai yang bagus ......50 ribu utk 1 mobil
"Pantai Benteng Samudera | Rating: 4 | Komentar: Katanya sih ini pantai penggantinya Pantai Batu Mandi. Namanya pantai bensam. Tiket masuk dihutung per kendaraan mobil 50rb. Tapi menurut saya untuk sewa saungnya yang kecil relatif mahal sih yaa... Semoga bisa jadi pertimbangan sewa saung di rate antara 20-30rb aja donk kaakk. Untuk pantainya sudah lumayan bersih dan tertata, ada spot2 untuk foto juga, ada penyewaan perahu, banana boad dan speed boat. Ada kantin dan penginapannya juga. Ombaknya masih terbilang aman utk ajak anak2 main air laut."
Pantai Benteng Samudera | Rating: 1 | Komentar: Kereenn tempatnya. Asik yang punya
Pantai Benteng Samudera | Rating: 5 | Komentar: Tempat yg cocok untuk liburan bersama keluarga
Pantai Benteng Samudera | Rating: 5 | Komentar: Pantai bersih dan landai
Pantai Pancur Permai | Rating: 4 | Komentar: Pantai dengan pasir putih sangat indah
Pantai Pancur Permai | Rating: 1 | Komentar: Sangat kecewa jalan seperti sungai batuan anjayyy slebeww
Pantai Pancur Permai | Rating: 5 | Komentar: Sayang nya kurang terawat
"Pantai Pancur Permai | Rating: 5 | Komentar: pantainya bagus, cuman kotor ranting ranting saja, gratis tdk ada tenpat bilas, pondok .
Jalan masuk dari jalan utama rusak parah"
Pantai Pancur Permai | Rating: 5 | Komentar: Info HTM ny berapa yaa
Pantai Pancur Permai | Rating: 5 | Komentar: Tempatnya nyaman
Pantai Pancur Permai | Rating: 4 | Komentar: Air terlihat jernih seperti kaca suasana yg damai terpancar dng warna pasir yg begitu sangat putih.. rekoment deh klo buat liburan bareng kluarga..
Pantai Pancur Permai | Rating: 5 | Komentar: Bersih dan gratis
"Pantai Pancur Permai | Rating: 4 | Komentar: Pantainya bagus dan masih perawan. Bibir pantainya panjang, dan kalau sedang surut bisa berburu kerang dll. Tapi mohon para pengunjung untuk membersihkan sendiri sampah2 plastiknya ya agar tidak mengotori pantai."
Pantai Pancur Permai | Rating: 5 | Komentar: Nice beach for bike camping
Pantai Pancur Permai | Rating: 5 | Komentar: Mantap tempat nya
Pantai Pancur Permai | Rating: 5 | Komentar: Nyaman
Pantai Pancur Permai | Rating: 4 | Komentar: Masih asri dan seru untuk skedar menghabiskan waktu luang
Pantai Pancur Permai | Rating: 4 | Komentar: Lokasi yg mudah dijangkau dan tidak berbayar...
"Pantai Pancur Permai | Rating: 4 | Komentar: Pantainya bagus, tapi banyak sampah. Mgkin blm dikelola dg baik"
Pantai Pancur Permai | Rating: 5 | Komentar: Piece of heaven
Pantai Pancur Permai | Rating: 5 | Komentar: Alami
Pantai Pancur Permai | Rating: 3 | Komentar: Masih alami.trus adem.nyaman pokonya.cuma akses jalan yg msh rusak.
Pantai Pancur Permai | Rating: 4 | Komentar: Lumayan asri..hanya jalanan byk berlubang
"Pantai Pancur Permai | Rating: 5 | Komentar: kesini akhir tahun 2013. sudah sangat lama.
ya ampun bersih banget pasirnya.
bareng keluarga kesini, bakar ikan disini.
pokoknya sangat teduh dan nyaman. pemandangan menyejukkan mata.

dan setahu saya ketika itu saya dikenalkan tempat ini dengan nama Pantai Soka :v hahaha
tapi ternyata namanya Pancur Permai ya :)"
Pantai Pancur Permai | Rating: 5 | Komentar: Mantap
Pantai Pancur Permai | Rating: 5 | Komentar: Tempat snorkling yang begitu indah..
Pantai Pancur Permai | Rating: 5 | Komentar: Baik dan bagus pemandanganya coxok untuk snowkling dan yg pasangan
Pantai Pancur Permai | Rating: 5 | Komentar: Keren
Pantai Pancur Permai | Rating: 5 | Komentar: perfect
Pantai Pancur Permai | Rating: 5 | Komentar: Bagus
Pantai Pancur Permai | Rating: 5 | Komentar: Indah pantai nya alami nan asri
Pantai Pancur Permai | Rating: 5 | Komentar: Seru banget pantai yg sepi
Pantai Pancur Permai | Rating: 3 | Komentar: Indah dipandang saat pasang
Pantai Pancur Permai | Rating: 5 | Komentar: pokonya hmmmmmm
Pantai Pancur Permai | Rating: 5 | Komentar: Pantainya alami
"Pantai Pancur Permai | Rating: 5 | Komentar: Tempatnya indah,dan damai"
"Pantai Pancur Permai | Rating: 5 | Komentar: pernah ke pantai ini 2012, sekarang bagaimana ya? ada fotomya?"
Pantai Pancur Permai | Rating: 5 | Komentar: Wisata pantai di lampung
Marines Eco Park | Rating: 5 | Komentar: pemandangan bagus bgt.
Marines Eco Park | Rating: 5 | Komentar: Seru bgt tempatnya jauh dikeramaian cocok untuk keluarga
Marines Eco Park | Rating: 1 | Komentar: Pantai bosok
Marines Eco Park | Rating: 5 | Komentar: Ok
"Marines Eco Park | Rating: 4 | Komentar: Objek wisata Pantai marines eco park, sangat cocok untuk liburan sama kluarga, doi/sama pacar"
Marines Eco Park | Rating: 5 | Komentar: Tempat nyaman bersih cm saran aja ya kamar madi nya sedikit horor bgt sama sekali gk ada lampu dan sepertinya byk penghuni mahluk astral ..kita pas nenda assik tp tolong ya pengurus untuk toilet di perhatikan
Marines Eco Park | Rating: 5 | Komentar: Ada penginapan gak ya di sini
"Marines Eco Park | Rating: 5 | Komentar: Tempatnya nyaman, dan bersih. Tempat nostalgia waktu kkn"
Marines Eco Park | Rating: 4 | Komentar: Pantai yg cukup indah...
Marines Eco Park | Rating: 5 | Komentar: Pantai yg indah
Marines Eco Park | Rating: 4 | Komentar: Lumayan jauhhh
Marines Eco Park | Rating: 5 | Komentar: Pantai nya bagus cocok untuk liburan dan bersantai
Marines Eco Park | Rating: 5 | Komentar: Sip
"Marines Eco Park | Rating: 5 | Komentar: Dulu pernah pelatihan Leadership Camp GenBI 3 hari disini, dilatih langsung sama marinir marinir nya. Tempatnya bagus, sejuk dan masih asli, lautnya tenang."
Marines Eco Park | Rating: 5 | Komentar: Wisata pantai yang keren
"Marines Eco Park | Rating: 5 | Komentar: Indah banget lautnya di kelilingi pegunungan, namun karena tidak terurus sampah bertebaran di mana2, syg banget"
"Marines Eco Park | Rating: 5 | Komentar: Tempat liburan yang nyaman, tempat bersih, hampir tidak ada sampah di pantainya, dan juga free biaya masuk dan saung untuh bersantai."
"Marines Eco Park | Rating: 3 | Komentar: Bagus, tapi pasirnya hitam dan airnya tidak jernih"
Marines Eco Park | Rating: 5 | Komentar: Bersih cocok buat refreshing
Marines Eco Park | Rating: 5 | Komentar: Keren dekat dengan Markas Marinir
Marines Eco Park | Rating: 5 | Komentar: Garis pantai nya panjang air laut nya jernih ombaknya santai asik buat liburan keluarga saya kesana 21 februari 2021
Marines Eco Park | Rating: 5 | Komentar: Luar biasa kalau utk yg hobi mancing bro
Marines Eco Park | Rating: 4 | Komentar: Ckup baik
"Marines Eco Park | Rating: 5 | Komentar: Ayo ajak kekuarga, rekan, sahabat anda berekreasi"
Marines Eco Park | Rating: 4 | Komentar: Perlu menjadi pertimbangan bagi anda yang ingin berwisata
Marines Eco Park | Rating: 5 | Komentar: Pantai yang patut untuk di kunjungi
Marines Eco Park | Rating: 5 | Komentar: Tempat yg bagus utk rekreasi keluarga
Marines Eco Park | Rating: 5 | Komentar: Tempatnya bagus cocok buat yg syuka pantai.
Marines Eco Park | Rating: 5 | Komentar: Warna yang paling berbeda
Marines Eco Park | Rating: 3 | Komentar: Mantuuuul.......brooooo......
"Pantai Sari Ringgung | Rating: 5 | Komentar: sudah sering banget kesini tapi pas kemren tanggal 2 mei tutup
ga tau tutup semua atau cuma portal di depan aja"
"Pantai Sari Ringgung | Rating: 3 | Komentar: Pantai sari masih buka tidak, kemren saya lewat sana kok ngk bisa, lewat mana mau ke Pantai sari Ringgung"
"Pantai Sari Ringgung | Rating: 3 | Komentar: closed in jan,2025"
Pantai Sari Ringgung | Rating: 5 | Komentar: Manyap
Pantai Sari Ringgung | Rating: 5 | Komentar: Pantainya Bagus bgt jalannya agak nguji jantung tapi pas tiba diatas indahhhhnya pemandangan gak kedip pokoknya cantik pol
"Pantai Sari Ringgung | Rating: 3 | Komentar: Untuk yang mau bawa anak2 main pasir. Pantai ini salah satu pilihan. Pantainya cukup panjang. Tapi untuk kesini, harus yg mahir nyetir mobil yah. Krn jalannya terjal. 3 dewasa dan 3 anak2 plus mobil kena biaya 160rb. Pondokan sewa 100rb ditambah sewa tikar 25rb."
Pantai Sari Ringgung | Rating: 5 | Komentar: Mantaap
"Pantai Sari Ringgung | Rating: 5 | Komentar: Tempatnya luas & tapi bangunan sudah mulai kusam. Datang saat liburan, semua serba mahal, gazebo kena 100k"
Pantai Sari Ringgung | Rating: 5 | Komentar: Tempat yg indah tapi jln menuju kesana agak extrim
Pantai Sari Ringgung | Rating: 5 | Komentar: PANTAI ALAMI YANG SANGAT MEMPESONA
Pantai Sari Ringgung | Rating: 5 | Komentar: Good destiny
"Pantai Sari Ringgung | Rating: 1 | Komentar: Parah ini jalan masuk pantai sari ringgung sungguh sangat ekstrim tidak layak untuk d jadikan tempat berlibur. Jalanannya menanjak dan jelek. Di samping itu untuk duduk di pendopo jamur dan kayu di kenakan biaya 25-50rb. Duduk duduk di lantai depan cafe kena biaya juga kondisi cafe sedang tutup tidak berjualan. Saran aja untuk berlibur ke sini berpikir 2x mending cari tempat yang lain.
Pengalaman kita kesini bikin trauma dan tidak mau mengulang ke tempat ini lagi."
"Pantai Sari Ringgung | Rating: 4 | Komentar: Jalan akses lumayan curam dan sulit untuk sepeda motor, harga tiket 20k per orang, pantainyalumayan bersih,tersedia gasebo, tersedia mushola, toilet, bibir pantai bisa untuk berenang mulai dari anak anak sampai orang dewasa, pemandangan nya cukup bagus, view terbaik untuk foto ada di puncak bukit, akses menanjak, adapulamasjid apung al amin yang bisa diakses oakai perahu sewa 10k, area pantai lumayan luas, sangat bagus untuk acara keluarga, piknik wisata, sarannya tolong tambah fasilitas dan perbaiki akses.
Terimakasih"
"Pantai Sari Ringgung | Rating: 1 | Komentar: Sangat mengecewakan, ke amanana setempat, baru kali ini ke tempat wisata, kita 1 rombongan d maki2 oleh petugas pantai dengan nada tinggi"
Pantai Sari Ringgung | Rating: 5 | Komentar: Recommended untuk nyebrang ke pantai Pasir Timbul
Pantai Sari Ringgung | Rating: 4 | Komentar: Seru banget
Pantai Sari Ringgung | Rating: 4 | Komentar: Pantai wisatanya sudah tutup. Tinggal fasilitas penyebrangan ke Tegal Mas saja.
"Pantai Sari Ringgung | Rating: 5 | Komentar: Rekomen sekali weekend bawak keluarga kesini !!!
Xenia Sahabat Keluarga indonesian

DAIHATSU XENIA 1.3 X
==> Dp 16 juta
Angsuran 5,135,000

info mobil dihatsu
Telp / Wa: 081377923751"
"Pantai Sari Ringgung | Rating: 2 | Komentar: Akses lama pantai sari ringgung, tapi sudah tidak bisa tembus ke pantai sari ringgung lagi karena jalannya sudah di blokir, lokasi ini hanya untuk penyebrangan ke pulau saja.
Sempat salah masuk juga ke sini"
"Pantai Sari Ringgung | Rating: 1 | Komentar: Jalan masuk menuju pantai sari ringgung sungguh sangat ekstrim tidak layak untuk d jadikan tempat berlibur.
Jalanan menanjak dan jelek.
Di sarankan untuk berpikir 2 kali klo mau kesini .
Mobil kita gak bisa naek k atas karena jalan menanjak dan jelek
Baru masuk kita harus bayar 100 ribu untuk parkir dan sewa pondok.
Untuk sewa ban pelampung dan lain2 harus bayar lagi
Pengalaman kita kesini bikin trauma dan tidak mau mengulang k tempat ini lagi"
Pantai Sari Ringgung | Rating: 5 | Komentar: udah tutup pintu masuk nya yg baru blom tau lewat nya sebelah mana
Pantai Sari Ringgung | Rating: 5 | Komentar: Indah tenan...
"Pantai Sari Ringgung | Rating: 4 | Komentar: ini sari ringgung lama yah..parkirnya lumayan murah 10 rb / motor, disini bisa nyebrang juga ke pahawang, kelagian, mahitam, tegal mas, kmaren saya nyebrang sama rombongan 10 orng sewa perahu 1,5 jt sudah termasuk alat snorkling. Harusnya 5 pulau disinggahi tapi berhubung keburu maghrib jadi cuma 3 pulau yg disinggahi. Usahakan dari pagi supaya puas explore 5 pulaunya. Cari namanya Pa Samin yg anter pake perahunya."
"Pantai Sari Ringgung | Rating: 5 | Komentar: Pantainya nyaman, bersih, luas. Terakhir saya kesana ada mesjid terapung, sayangnya terlihat sedikit kurang terawat.
Gerbang masuk bergeser 300 meteran dari semula."
Pantai Sari Ringgung | Rating: 5 | Komentar: Jadi nelayan bentar
"Pantai Sari Ringgung | Rating: 4 | Komentar: Masih pembangunan untuk cottage dan tempat lainnya
Parkir luas
Dermaga untuk penyeberangan ke Tegal Mas

Mohon lebih di tingkatkan fasilitas mck nya"
"Pantai Sari Ringgung | Rating: 3 | Komentar: Akses jalan yg baru sangat terjal dan curam seperti naik pegunungan, sangat ekstrem. Sekarang sepi beda dengan yg dulu jd kurang terawat, kalo mau nyebrang ke pasir timbul atau tegal mas estimasi harga 450rb. Untuk alat snorkeling 3/100rb. Untuk masuk ke sari ringgung 1 mobil 100rb. Untuk masuk pulai pasir timbul 25rb/orang. Pulau tegal mas 75rb/orang."
"Pantai Sari Ringgung | Rating: 4 | Komentar: Pantainya tutup lagi rusuh mungkin, hanya ada pangkalan dermaga ke tegal mas, banyak calo,. Ya pinter2 nego harga saja penting sama2 ikhlas dan tolong menolong.. mei juni 2022 kesini masih tutup. Semoga segera buka"
Pantai Sari Ringgung | Rating: 5 | Komentar: Resto de raja.. lebih mantabs kalo sdh selesai nanti
Pantai Sari Ringgung | Rating: 5 | Komentar: alhamdulillah bagus keren mantap
"Pantai Sari Ringgung | Rating: 3 | Komentar: Terakhir kesini sekitar tanggal 13 Juni 2022, Kini fungsinya jadi terbatas hanya dermaga untuk penyeberangan kapal ke Tegal Mas ataupu bisa sekalian dimampirkan ke sari ringgung. Tidak lagi akses ke pantai Sari Ringgung. Adapun jalur darat yang langsung ke pantai Sari Ringgung (gerbang baru) masih dalam konstruksi, bisa tapi terjal sekali."
"Pantai Sari Ringgung | Rating: 1 | Komentar: 28 Mei, payah nih pantai sudah jauh gx bisa langsung masuk ke tempat pasir, mesti naik perahu.. kena prank dah kalo gnh pantai ini gx akan maju kayk pantai lain"
"Pantai Sari Ringgung | Rating: 2 | Komentar: Akses menuju pantai sedang ditutup karena ada pembangunan jalan, sayang tidak ada spanduk pengumuman. Tarif parkir 50rb per mobil tapi tidak dapat bukti parkir."
Pantai Sari Ringgung | Rating: 4 | Komentar: Keren
Pantai Sari Ringgung | Rating: 3 | Komentar: Pantai masih ditutup karena sengketa lahan. Hanya ada dermaga untuk ke Tegal Mas atau Pasir Timbul. Semoga masalah cepat selesai. Potensinya besar. Jangan sampai konflik/kepentingan pribadi mengalahkan manfaat bersama. Berapa banyak UMKM dan potensi lainnya yg dpt muncul dari Pantai Sari Ringgung
"Pantai Sari Ringgung | Rating: 1 | Komentar: 2 tahun berturut"" Pantai nya tutup mulu..cuma buka buat yg nyebrang.mengenaskan liat wisata bgini mementingkan penyebrangan daripada wisatawan yg dateng mo main di pantai"
Pantai Sari Ringgung | Rating: 5 | Komentar: Pantainya sangat indah dengan alam yang luas
Pantai Sari Ringgung | Rating: 5 | Komentar: Indah
Pantai Sari Ringgung | Rating: 4 | Komentar: Mantap
Pantai Sari Ringgung | Rating: 5 | Komentar: Hd latex 50kg &100kg
"Pantai Sari Ringgung | Rating: 3 | Komentar: Not a ""beach"". Only a car parking lots, and boat transportation services point. No standard (written) price for boat rental. Cost is determined by the officer based on distance and other un-known reasons."
"Pantai Sari Ringgung | Rating: 1 | Komentar: Sudah jauh2 datang dri plg ..
Eh tutup..
Di jagain orang pintu depan jalan inti.."
"Pantai Sari Ringgung | Rating: 3 | Komentar: Pantai Sari Ringgung tutup tidak ada akses jalan ke pantai sari ringgung, yg ada dermaga yg menawarkan trip ke tegal mas, pahawang, klagian lunik"
"Pantai Sari Ringgung | Rating: 5 | Komentar: Terakhir kita berkunjung tahun 2019 sebelum pandemi Virus Corona. 20 Desember 2021 barusan kita ke sana lagi, ternyata pantai ini sdh ditutup utk umum, cuma bisa buat nyebrang aja ke Pahawang, Tegal Mas atau Pulau lainnya. Masih disediakan perahu getek utk nyebrang, tarifnya variatif, sekitar 400rb-an."
Pantai Sari Ringgung | Rating: 4 | Komentar: Cuma tempat buat penyeberangan ke pulau atau pantai lain lebih kyak dermaga doang
Pantai Sari Ringgung | Rating: 1 | Komentar: Mahal banget parkir 50rb
Pantai Sari Ringgung | Rating: 5 | Komentar: Start awal penyebrangan ke tegal mas
Pantai Sari Ringgung | Rating: 2 | Komentar: Pantainua sdh tutup. Hanya bisa utk sewa perahu ke pulau
Pantai Sari Ringgung | Rating: 5 | Komentar: Bagus sekali......
Pantai Sari Ringgung | Rating: 2 | Komentar: Pegawai kurang sopan dan sombong
Pantai Sari Ringgung | Rating: 4 | Komentar: Bagus pemandangan bawah laut nya
Pantai Sari Ringgung | Rating: 2 | Komentar: Sudah tutup. Hanya menjadi tempat untuk pergi ke Tegal Mas. Masuk parkir mobil 50rb. Naik perahu ke tegal mas 300rb.
Pantai Sari Ringgung | Rating: 5 | Komentar: Adrm dan asri
Pantai Sari Ringgung | Rating: 5 | Komentar: Pantai yang indah di kota lampung
Pantai Sari Ringgung | Rating: 5 | Komentar: Everything holiday
"Pulau Kelagian Lunik | Rating: 5 | Komentar: Pasirnya Putih, buat mandi nyaman, bersih, ada gubuk gubuk kecil buat santai, nyaman bawa keluarga dan anak anak"
"Pulau Kelagian Lunik | Rating: 5 | Komentar: pantai bersih, hanya beberapa hal yg perlu di tingkatkan yaitu toilet dan kerapian musola"
Pulau Kelagian Lunik | Rating: 5 | Komentar: Lautnya jernih dan bersih
Pulau Kelagian Lunik | Rating: 5 | Komentar: Pulaunya cantik cocok untuk heling banyak spot untuk foto2 beli kelapa muda di sini murah .pasir putihnya bersih airnya jernih suaranya ok
"Pulau Kelagian Lunik | Rating: 5 | Komentar: Pulau dan pantainya sangaaaaat cantik.
Dari 3 pulau yang saya kunjungi, tegal mas, pahawang dan kelagian.. kelagian ini pantainya sangat teramat cantiiik..
Cocok buat recharger energi.
Tapi memang untuk menuju ke sana butuh effort yaaa. Mengarungi lautan dulu. Tapi asik kok"
"Pulau Kelagian Lunik | Rating: 5 | Komentar: Pantai yang indah, pasirnya putih dan halus, ada warung kopi dan saung2 sederhama yg disewakan seharga 50 ribu"
"Pulau Kelagian Lunik | Rating: 4 | Komentar: Sunsetnya cantik, tempat nya bersih, pantainya cantik"
"Pulau Kelagian Lunik | Rating: 5 | Komentar: Indah, bersih, luar biasa"
"Pulau Kelagian Lunik | Rating: 4 | Komentar: Oke lumayan pantai nya.

Pulau nya ber-Fasilitas Minim dan untuk kamar bilas, kencing, berak kurang bagus dan tarifnya tergolong mahal untuk ukuran standar setempat.

Kalau Objek WisKul mau banyak dikunjungi Wisman dan Orang Asing sebaiknya segera di Perbaiki Infrastruktur dan Fasilitas Pendukungnya, agar menjadi bagus dan banyak yang berkunjung kesini.

Tetap Semangat Yaaa....."
Pulau Kelagian Lunik | Rating: 5 | Komentar: Pantai yang indah
"Pulau Kelagian Lunik | Rating: 5 | Komentar: dua kali kesini ngga bosenn!
mau kesini lagi pokoknya..
ada pasir timbulnya, view pemandangan bagus pol, suasana baru deh pokoknya..
apalagi kita harus naek perahu dulu kesananya..."
"Pulau Kelagian Lunik | Rating: 5 | Komentar: Lokasinya bersih.....

Spot foto foto banyak.

Harus menggunakan kapal"
Pulau Kelagian Lunik | Rating: 4 | Komentar: Lumayan
"Pulau Kelagian Lunik | Rating: 5 | Komentar: Pantainya bagus, ada biota lautnya juga"
Pulau Kelagian Lunik | Rating: 5 | Komentar: Baguss banget
Pulau Kelagian Lunik | Rating: 5 | Komentar: Terima kasih
"Pulau Kelagian Lunik | Rating: 4 | Komentar: Bagus pantainya bersih karena pantainya nyebrang pulau, tapi kurang tau kalo sekarang kondisi pantainya gimana [Latepost-2022]"
"Pulau Kelagian Lunik | Rating: 5 | Komentar: Seperti pulau pribadi ... bersih, tenang , makannya enak dan murah. Penduduk lokalnya ramah"
"Pulau Kelagian Lunik | Rating: 5 | Komentar: Pulau kecil dengan tekstur pasir yg halus, ga sakit dikaki saat berjalan, sewa saung kayu Rp.50rb, msh Ok, ada penjual kelapa muda harganya Rp.10rb, rata2 harga jajanan diwarung kopinya masih normal..view pantai dan pasirnya bagus bgt"
Pulau Kelagian Lunik | Rating: 4 | Komentar: tempat yang sangat indah dengan pantai yg landai
Pulau Kelagian Lunik | Rating: 5 | Komentar: Ini adalah untuk mengetahui apakah ship
Pulau Kelagian Lunik | Rating: 4 | Komentar: bener2 pemandangan laut yg sangaaat indaah
"Pulau Kelagian Lunik | Rating: 5 | Komentar: Bersih ..rekomended buat liburan, tapi langka ikanya. Dan ada banyak kepiting rajung,dan kepiting ijo/ kebo."
Pulau Kelagian Lunik | Rating: 5 | Komentar: Ayo Kapan Kesini lagi....
"Pulau Kelagian Lunik | Rating: 5 | Komentar: Pas lagi island hoping di Lampung, kita pergi ke pulau kelagian kecil. Bagus banget aaaaa airnya bening, ombaknya tenang.
Waktu itu rame karna lagi liburan tapi gak parah banget sih masih bisa enjoy"
Pulau Kelagian Lunik | Rating: 5 | Komentar: Wisata laut...
"Pulau Kelagian Lunik | Rating: 5 | Komentar: MasyaALLAH, sngat indah & bersih pulau y.. Happy holiday & jngan lupa untuk selalu mencintai alam kita dg ""membuang sampah pd tempatnya ya"""
Pulau Kelagian Lunik | Rating: 5 | Komentar: Pantainya bersihhh bngttt pengen ksana lagii..
Pulau Kelagian Lunik | Rating: 5 | Komentar: Sebuah pulau kecil dengan pantai yang indah. Sangat cocok untuk menjadi spot fotografi. Terdapat penjual kelapa muda waktu saya ke sana. Kondisinya relatif bersih walau mungkin masih ada sampah sedikit yang mungkin terdampar secara tidak sengaja.
Pulau Kelagian Lunik | Rating: 5 | Komentar: Mantappp.. Bersih dan pengelola friendly
Pulau Kelagian Lunik | Rating: 5 | Komentar: Bersih. Mantap
Pulau Kelagian Lunik | Rating: 4 | Komentar: Lokasi kurang tertata
"Pulau Kelagian Lunik | Rating: 5 | Komentar: Pulau Kelagian Lunik menawarkan pasir putih yang indah dan air jernih, ideal untuk snorkeling dan relaksasi. Terletak di Lampung, pulau ini merupakan destinasi sempurna bagi para pencari ketenangan dan keindahan alam."
"Pulau Kelagian Lunik | Rating: 5 | Komentar: Pulau dg pantai yang indah, bersih... Masih belum banyak yg berkunjung... Recommended..."
"Pulau Kelagian Lunik | Rating: 5 | Komentar: Camping dsni masih wort it lah, petugas juga ramah2. Gak ada tenda? dsni juga ada cottage ny"
Pulau Kelagian Lunik | Rating: 5 | Komentar: Bagus banget tempat nya. Cocok untuk berlibur bersama dengan keluarga
Pulau Kelagian Lunik | Rating: 5 | Komentar: mantap
"Pulau Kelagian Lunik | Rating: 3 | Komentar: Pulau kecil namun pasir putihnya yang halus bersih, tempat mandi yang enak air lautnya yang bersih alami tidak tercemar, namun fasilitas umum nya masih minim"
Pulau Kelagian Lunik | Rating: 5 | Komentar: cantik
Pulau Kelagian Lunik | Rating: 5 | Komentar: Menikmati sunset di sini mntap
"Pulau Kelagian Lunik | Rating: 5 | Komentar: Romantiss, fasilitas komplit.
Makannya di pantai Bensam, nikmat khas makanan pantai"
"Pulau Kelagian Lunik | Rating: 5 | Komentar: Pulau kecil diantara gugusan pulau di Provinsi lampung menawarkan view dan suasana yg berbeda, hamparan pasir putih dan air yg sebening embun membuat enggan untuk beranjak.

Salah satu destinasi favorit di rute Pasawaran."
Pulau Kelagian Lunik | Rating: 5 | Komentar: Pulau kecil dengan pantai yang indah. Berpasir putih dengan pantai yang masih bersih dan alami. Ombah juga tenang sehingga aman untuk anak2. Penyebrangan bisa dari pelabuhan ketapan dan Pantai Clara. Perjalanan kurang lebih 45 menit dari Pantai Clara menggunakan perahu biasa. Untuk tarif penyebrangan bisa rombongan juga personal bisa dinego dengan pemilik kapal.
Pulau Kelagian Lunik | Rating: 4 | Komentar: Pulau kecil dengan pasir pantai yang bersih dan putih dan tidak terlalu ramai meskipun weekend
Pulau Kelagian Lunik | Rating: 5 | Komentar: The Best
Pulau Kelagian Lunik | Rating: 5 | Komentar: Pulau mantap
Pulau Kelagian Lunik | Rating: 5 | Komentar: Air tenang.pasir putih.cantik dan nyaman.
Pulau Kelagian Lunik | Rating: 5 | Komentar: Spot terbaik
"Pulau Kelagian Lunik | Rating: 4 | Komentar: Ada spot foto yg unik bagus, ada musholla, ada ruang ganti/ wc, ada warung kopi yg juga bisa beli aneka mie instant, cuma sayang gak ada air tawar utk bilas sehabis dari air laut maupun untuk wudhu."
Pulau Kelagian Lunik | Rating: 5 | Komentar: Menarik
Pulau Kelagian Lunik | Rating: 5 | Komentar: Indaaahh CiptaanNya...
"Dermaga Pelangi | Rating: 4 | Komentar: Nyaman, mrah masuk nya, cuma di hitung per mobil rp50rb pondokan 50rb
Krn datengbabis dhuhur jadi agak sepi"
Dermaga Pelangi | Rating: 5 | Komentar: Jepret yang kreatif
"Dermaga Pelangi | Rating: 5 | Komentar: menarik indah,"
Dermaga Pelangi | Rating: 4 | Komentar: Salah satu dermaga untuk menyebrang k pulau2 d lampung
Dermaga Pelangi | Rating: 4 | Komentar: Pantainya lumayan bersih dgn view laut yg keren....
Dermaga Pelangi | Rating: 4 | Komentar: Bersih
"Dermaga Pelangi | Rating: 4 | Komentar: keren,"
Dermaga Pelangi | Rating: 5 | Komentar: Enak buat ngobrol2 santai
"Dermaga Pelangi | Rating: 4 | Komentar: Bagus tempatnya, airnya masih jernih kalo buat mandi laut, bisa nyebrang lewat dermaga ini kalo mau ke mahitan/pulau kelagian"
Dermaga Pelangi | Rating: 4 | Komentar: Bagus
Dermaga Pelangi | Rating: 5 | Komentar: Pemandangan indah
Dermaga Pelangi | Rating: 5 | Komentar: Mulai Tgl 10 September 2021 Pantai Klara Dibuka Utk Umum dgn Mematuhi Protokol Kesehatan.
"Dermaga Pelangi | Rating: 4 | Komentar: Bagus dan rapih, krn ada pembatas laut"
Dermaga Pelangi | Rating: 4 | Komentar: Pantainya itu sih bersih kemarin juga masih dalam perbaikan. Tempat sampah nya juga banyak tersedia jadi kalian kalo mau buang sampah pada tempatnya ya. Cuma kurang penyediaan makanannya seperti cari nasi susah tapi recommended kok pantainya.
Dermaga Pelangi | Rating: 2 | Komentar: Indah
Dermaga Pelangi | Rating: 5 | Komentar: Rame
Dermaga Pelangi | Rating: 5 | Komentar: one of the beautiful beaches near city of Bandar Lampung
Dermaga Pelangi | Rating: 5 | Komentar: Tempat nya bagus tapi saran kalau kesini bawa masker sama handsanitizer ya #Stay healthy
Dermaga Pelangi | Rating: 5 | Komentar: lumayan bagus utk liburan keluarga
Dermaga Pelangi | Rating: 5 | Komentar: Tempatnya instagramable..
"Dermaga Pelangi | Rating: 4 | Komentar: Wisata alam, disini tempatnya"
"Dermaga Pelangi | Rating: 5 | Komentar: Sekarang sudah lebih bagus, tempat fotonya jg sdh bukan dermaga pelangi lagi namanya tapi pantai Klara 2"
Dermaga Pelangi | Rating: 5 | Komentar: Pas buat foto
Dermaga Pelangi | Rating: 5 | Komentar: Overall Bagus
"Dermaga Pelangi | Rating: 5 | Komentar: Pantainya tidak terlalu panas karena banyak pohon, siiip"
